0,Villa in Agnitsini,Folitsa Villa in Agnítsini  Corfu,1 bed,Jun 9 – 14,5.0,11,130
154,Villa in Corfu,Villa Jeanne -Dassia- Swimming pool -Sea view,5 beds,Jun 1 – 8,4.97,34,610
155,Home in Kerkira,Spacious Maisonette★Roof Top View 80m Corfu Port,4 beds,Jun 3 – 8,4.94,34,122
156,Home in Chalikounas,Villa with private beach access and Jacuzzi,8 beds,Jun 6 – 13,4.92,13,327
157,Villa in Paramonas,Sea View Villa Paramonas,10 beds,Jun 12 – 17,4.67,3,647
158,Home in Kerkira,Kefalomantouko Garden House,5 beds,Jun 1 – 6,5.0,35,172
159,Apartment in Kerkira,Colorful & cozy  New Fortress apartment @ Old town,2 beds,Jun 1 – 6,4.98,55,70
160,Apartment in Kerkira,Corfu Old Town’s Cutiest place,1 queen bed,Jun 1 – 6,4.6,35,71
161,Villa in Corfu,Villa Iliana,4 beds,Jun 1 – 6,5.0,6,412
162,Home in Kerkira,Best View Apartment Saint Spyridon,4 beds,Jun 1 – 6,4.9,41,172
163,Home in Pentati,EFFIE'S FULL HOUSE with fantastic view.,3 beds,Jun 1 – 6,4.95,44,105
164,Apartment in κερκυρα,old town studio,2 beds,Jun 10 – 15,4.9,175,71
165,Villa in Spartilas,"Pelagos Luxury Suites  ""Ammos""  Ano Pyrgi  Corfù",2 beds,Jun 1 – 6,5.0,12,433
166,Home in Palaiokastritsa,Barbara's House,5 beds,Jun 1 – 6,4.98,42,300
167,Home in Lefkimmi,Beach Home Cloths,4 beds,Jun 11 – 16,5.0,27,195
168,Villa in Agnitsini,Scirocco Villa in Agnitsini  Corfu,4 beds,Jun 18 – 25,4.85,13,330
169,Villa in Sidari,Villa Evaggelia Sidari,13 beds,Jun 2 – 8,5.0,4,473
170,Villa in Vigglatouri,Villa Lithari-sea & mountainside views by the pool,5 beds,Jun 26 – Jul 2,4.91,22,371
171,Apartment in Νησάκι,Zeus 2 PRIVATE pool apartment close to the see,3 beds,Jun 2 – 9,4.93,56,154
172,Villa in Kerkira,WOOL CAMEL,6 beds,Jun 4 – 9,5.0,3,846
173,Cottage in Nisaki,Villa Theodora: Amazing views  lovely pool  A/C,6 beds,Jun 9 – 14,4.69,17,297
174,Villa in Corfu,Brand New Villa Loki with Large infinity pool WiFi and Sea Views,3 beds,Jun 1 – 6,5.0,4,307
175,Earthen home in Corfu Island,VILLA REN,10 beds,Jun 6 – 11,5.0,8,"1,293"
176,Villa in Kontokali,Villa Jewel - Villa Jewel,7 beds,Jun 8 – 13,4.59,22,465
177,Apartment in Kerkira,Rena's Cosy Apartment,2 beds,Jun 7 – 12,4.83,102,97
178,Apartment in Kalami,Agapi Studio,1 double bed,Jun 1 – 6,New,0,49
179,Home in Kerkira,Vista del Mar,3 beds,Jun 1 – 6,4.93,40,153
180,Home in Kassiopi,Villa Lofos - Kassiopi Corfu,6 beds,Jun 7 – 12,4.83,18,294
181,Villa in Apraos,Villa Thespina: Large Private Pool  Walk to Beach  Sea Views  A/C  WiFi,12 beds,Jun 4 – 9,4.83,18,294
182,Home in Corfu,Scenery  space choice & authentic Corfu,4 beds,Jun 1 – 6,4.74,36,281
183,Earthen home in Corfu,Villa Melina,3 beds,Jun 15 – 20,4.93,30,353
184,Home in Kerkira,Casa Rossa Corfú,3 beds,Jun 30 – Jul 5,4.81,47,44
185,Villa in Mpenitses,Ionian Garden Villas: Villa Olea,8 beds,Jun 3 – 10,5.0,36,731
186,Home in Acharavi,'Eleni Luxury Villa' by WhiteDream Villas,13 beds,Jun 1 – 8,5.0,24,840
187,Villa in Corfu,EDEN VILLA CORFU  The best view on Corfu Greece,3 beds,Jun 18 – 25,5.0,13,823
188,Villa in Corfu,Villa Melissonia,5 beds,Jun 11 – 16,5.0,6,621
189,Apartment in Glifada,Waves Apartments Melody,2 beds,Jun 7 – 12,5.0,18,277
190,Private room in Kerkira,serene room,1 single bed,Jun 1 – 6,4.6,20,33
191,Townhouse in Kerkira,Durrells str stunning Home & Garden ✤ New Fortress,3 beds,Jun 3 – 10,4.85,72,214
192,Villa in Kato Korakiana,Villa Kristefi  large private pool  spacious grounds  sleeps 8  WiFi  BBQ,5 beds,Jun 3 – 8,4.92,12,243
193,Villa in Pelekitó,Villa Arete - Villa Arete,7 beds,Jun 11 – 16,4.78,9,506
194,Apartment in Corfu,Apartment in Historical Mansion Liston Corfu Town,3 beds,Jun 21 – 26,5.0,41,247
195,Home in Mesoggi,Evita's ikia seaside luxury house,4 beds,Jun 8 – 13,5.0,49,198
196,Villa in Karousádes,Sidari Beach Villa - Sidari Beach Villa,18 beds,Jun 1 – 6,5.0,3,672
197,Apartment in Kerkira,Dear Prudence,1 king bed,Jun 1 – 6,5.0,26,125
198,Condo in Agios Ioannis Peristeron,Villa Fourtuna Cute,2 beds,Jun 1 – 6,4.78,56,59
199,Condo in Kerkira,Corfu town tranquility gem,4 beds,Jun 13 – 18,4.96,26,322
200,Cottage in Corfu,Levanda Villa in Kassiopi (sea at 100 meters).,6 beds,Jun 1 – 7,4.91,24,635
201,Condo in Kerkira,Casa di Bousoulis (near airport & Corfu center),3 beds,Jun 1 – 6,4.88,26,141
202,Villa in Mparmpati,Villa Annie,6 beds,Jun 9 – 14,5.0,12,"1,058"
203,Villa in Limni,Five Stars Villa Corfu 2 swimming pools and tennis,8 beds,Jun 1 – 6,4.71,7,"1,262"
204,Apartment in Corfu,Bonagrazia,4 beds,Jun 9 – 14,4.84,104,212
205,Earthen home in Kira Chrisikou,Casa T with amazing views,11 beds,Jun 19 – 24,4.76,61,564
206,Home in Lefkimmi,The pretty house next to the beach (Aleca's House),3 beds,Jun 1 – 6,4.95,38,163
207,Apartment in Benitses  Corfu,Pantazis studio No 5,2 beds,Jun 1 – 6,4.87,31,46
208,Villa in Mesongi,Villa Valentine - Beautiful Greek beach house,5 beds,Jun 1 – 6,4.87,31,46
209,Villa in Kerkira,Corfu Sea View Villa Alya,5 beds,Jun 1 – 6,4.86,21,302
210,Villa in Kerkira,Nel Verde and Skripero,7 beds,Jun 12 – 17,5.0,30,447
211,Villa in Corfu,Spacious Green Pool Villa Close to Cental Resort,7 beds,Jun 13 – 18,4.98,43,730
212,Villa in Nisaki,Villa Katerina: Large Private Pool  Walk to Beach  Sea Views  A/C  WiFi,8 beds,Jun 1 – 6,5.0,7,467
213,Condo in Kerkira,Little Bright Studio · Corfu Old Town,2 beds,Jun 1 – 6,4.96,48,118
214,Apartment in Corfu,A small apartment in the center of the old town,1 double bed,Jun 1 – 6,5.0,4,81
215,Villa in Poulades,Villa Verde  over the hill  sea view  private pool,7 beds,Jun 1 – 8,5.0,28,356
216,Villa in Nisaki,Villa Georgios: Large Private Pool  Sea Views  A/C  WiFi,8 beds,Jun 19 – 24,4.43,7,556
217,Villa in Paramonas,Villa Cosambeli,8 beds,Jun 19 – 25,4.83,23,720
218,Apartment in Kerkira,Old Town Apt. in Saint-Spyridon str.,2 beds,Jun 1 – 6,4.82,148,84
219,Private room in Palaiokastritsa,Studio #2 - 3m away from the beach!,2 beds,Jun 2 – 8,4.88,41,65
220,Home in Corfu,Charming beachfront villa - Entire house,12 single beds,Jun 1 – 8,4.92,37,783
221,Condo in Kerkira,"""Kampielo Homes"" next to Spianada Square",1 double bed,Jun 11 – 16,4.63,16,59
222,Apartment in Gouvia,Doctor`s House in the Nature,3 beds,Jun 1 – 6,5.0,32,71
223,Apartment in Acharavi,Sea & Sun Beach apartments - Upper floor 'Sun',4 beds,Jun 1 – 6,4.86,14,187
224,Cottage in Saint Gordios beach,Cozy Studio Αrtemisia house 100m from the beach,1 bed,Jun 1 – 7,4.82,11,108
225,Apartment in Astrakeri,Sklavenitis Panoramic Seaview Beach apartment.,3 beds,Jun 1 – 6,4.87,55,91
226,Home in Pentati,EUTIXIAS FULL HOUSE (with amazing garden),4 beds,Jun 7 – 12,4.94,54,114
227,Apartment in Kerkira,Breathtaking panoramic sea view.,5 beds,Jun 1 – 6,4.87,122,167
228,Home in Kerkira,Beautiful Cottage in the Pinewoods of Kompitsi,2 double beds,Jun 1 – 6,5.0,33,126
229,Condo in Kerkira,Classy Architect's renovated studio old town Corfu,1 double bed,Jun 1 – 6,4.79,66,107
230,Apartment in Almyros  Acharavi,Maria Beach Studio,1 double bed,Jun 27 – Jul 2,4.69,42,59
231,Apartment in Nissaki,The Beach House Kaminaki,2 beds,Jun 1 – 7,5.0,21,262
232,Villa in Corfu,Villa Eleanna: Large Heated Private Pool  Sea Views  A/C  WiFi  Eco-Friendly,8 beds,Jun 18 – 23,5.0,21,262
233,Home in Kalami,Charming Villa in Paradise | inf pool & top views,3 beds,Jun 2 – 9,4.82,11,300
234,Apartment in GR,Vecchia Carpenteria@Kampielo #Corfu_Old_City,1 bed,Jun 1 – 6,4.26,27,42
235,Cottage in Nisaki,Villa Andonis Nisaki 500metres from Nisaki Beach,9 beds,Jun 4 – 9,5.0,13,470
236,Apartment in Kerkira,Daisy House,1 double bed,Jun 19 – 25,4.88,117,71
237,Home in Agia Triada,Iliopetra Houses,6 beds,Jun 4 – 9,5.0,18,517
238,Villa in Ipsos,Villa Danili - Prestige Villas of Corfu,5 beds,Jun 4 – 9,5.0,18,517
239,Cottage in Kerkira,Little House  Corfu,2 single beds,Jun 21 – 26,5.0,13,70
240,Villa in Kalami,Villa Eleni Kalami with private pool,5 beds,Jun 12 – 17,5.0,13,70
241,Private room in Afionas  Kerkyra,Zeus Throne Junior Suite,1 bed,Jun 1 – 6,4.97,32,341
242,Apartment in Kerkira,Bonora studio,1 double bed,Jun 1 – 6,4.96,136,94
243,Private room in Palaiokastrites,Studio #1 - 3m away from the beach!,2 beds,Jun 4 – 10,4.92,76,65
244,Condo in Spartilas,A Little Place in Heaven,2 beds,Jun 5 – 10,4.89,27,127
245,Condo in Kerkira,Menecrates Corfu Town apartment,3 beds,Jun 1 – 6,4.69,32,66
246,Villa in Acharavi,Luxury Villa Piedra with private heated pool & jacuzzi,4 beds,Jun 1 – 6,4.88,8,358
247,Apartment in Nissaki,Nissaki Suite Kalypso,3 beds,Jun 7 – 12,4.58,43,96
248,Apartment in Agnos,My lovely country home  Corfu,2 single beds,Jun 1 – 6,4.85,53,64
249,Apartment in Glifada,Ionian Senses - Corfu  Glyfada beach Apt. 119,2 beds,Jun 1 – 6,4.92,39,130
250,Villa in Corfu,Villa BLUELINE,4 beds,Jun 8 – 13,5.0,5,"1,763"
251,Villa in Mpenitses,Villa Litsa: Large Private Pool  Walk to Beach  Sea Views  A/C  WiFi,5 beds,Jun 1 – 6,4.83,6,361
252,Apartment in Corfu,KAYO | Livas Apartment,1 bed,Jun 1 – 6,4.99,78,99
253,Condo in Kerkira,Beautiful new apartment in the old town,1 bed,Jun 4 – 9,4.83,24,106
254,Villa in Potamos,villa hermes,6 beds,Jun 1 – 6,5.0,13,331
255,Apartment in Corfu,Downtown Apt. at Filellinon!,1 double bed,Jun 1 – 6,4.65,99,92
256,Home in Pentati,Villa Scarlett . Pentati  Old Village.,1 king bed,Jun 1 – 6,4.94,52,89
257,Home in Kerkira,Sole di Corfu,4 beds,Jun 1 – 6,5.0,23,212
258,Villa in Kerkira,Avlaki House  beachfront stylish villa in Kassiopi,10 beds,Jun 10 – 17,5.0,5,752
259,Villa in Gefira,Luxury Villa Artemisia with private pool,5 beds,Jun 2 – 8,5.0,5,374
260,Cottage in Pentati,"""Mantzaros Country House""",4 beds,Jun 1 – 6,5.0,41,112
261,Villa in Kerkira,Villa Santalas,6 beds,Jun 3 – 10,5.0,17,353
262,Apartment in Kontokali,Alexandros & Gerekos apartments,3 beds,Jun 3 – 8,4.75,21,91
263,Condo in Kerkira,Central Venetian apartment with great view,1 double bed,Jun 1 – 6,4.89,71,78
264,Apartment in Kerkira,La Bohème,1 queen bed,Jun 1 – 6,4.93,59,125
265,Home in Corfu,Veranda Kommeno,1 double bed,Jun 1 – 6,4.89,55,112
266,Condo in Kerkira,Old Port Breeze,1 bed,Jun 1 – 6,4.96,24,99
267,Home in Kerkira,Studio B,2 queen beds,Jun 10 – 15,5.0,9,123
268,Private room in Corfu,La Estrella. Beach  shops  Gouvia Marina walking,1 queen bed,Jun 1 – 6,4.85,65,30
269,Villa in Mpenitses,Monastery Retreat and Seaview,3 beds,Jun 1 – 6,4.94,37,112
270,Villa in Corfu,City Villa with a Pool. Trendy area,6 beds,Jun 1 – 6,4.75,4,527
271,Villa in Alepou,Lovely mansion with pool  close to Corfu town.,7 beds,Jun 1 – 6,4.96,27,610
272,Condo in Kerkira,The In Town Apartment - With a Private Terrace,1 bed,Jun 1 – 6,5.0,4,159
273,Villa in Mparmpati,Luxury Villa Barbati Sun with private pool,4 beds,Jun 15 – 20,5.0,8,413
274,Villa in Kalami,"""Villa Elissavet"" - Kalami Bay - Family Pool House",4 beds,Jun 1 – 8,5.0,8,413
275,Villa in Sinarades,Corfu  Sinarades Villa,2 beds,Jun 7 – 12,4.78,36,187
276,Apartment in Corfu,Direct access to the beach & Jacuzzi,6 beds,Jun 6 – 13,4.43,42,176
277,Condo in Kerkira,The Dreamy Loft Corfu,6 beds,Jun 8 – 13,5.0,14,215
278,Home in Corfu,Villa Chloe with Private Pool,7 beds,Jun 3 – 10,4.81,21,310
279,Apartment in Corfu,Senses Suite Tessera: Luxury  renovated Apartment,1 double bed,Jun 10 – 15,4.87,15,105
280,Private room in Mpenitses,Lord Ape Suites Club 3,1 bed,Jun 1 – 6,New,0,89
281,Condo in GR,Self catering studios with beautiful sea view.,2 single beds,Jun 1 – 8,5.0,23,50
282,Villa in Kerkira,Villa Felicia,4 beds,Jun 1 – 6,4.92,12,340
283,Home in Agios Ioannis Parelia  Corfu,Karlaki House,4 beds,Jun 1 – 8,5.0,17,529
284,Villa in Corfu,Jasmin Villa Nissaki  Corfu,3 beds,Jun 3 – 10,5.0,8,230
285,Guest suite in Mparmpati,Locanda Guesthouse 1,1 queen bed,Jun 1 – 6,5.0,22,118
286,Apartment in Nisaki  Kaminaki,Anda Studio: Cozzy little apartment in Kaminaki,1 double bed,Jun 7 – 12,4.43,49,73
287,Villa in Kontokali,Villa Durrell: Large Private Pool  Walk to Beach  A/C  WiFi,6 beds,Jun 11 – 16,4.75,4,604
288,Apartment in Kerkira,<Kampielo Homes> - 19th century three level place,2 double beds,Jun 1 – 6,4.33,21,79
289,Condo in Kerkira,Zia Maria's House next to Corfu port,1 queen bed,Jun 1 – 6,4.86,21,74
290,Apartment in Kassiopi,Corfu island KASSIOPI’S best sea view apartment,3 beds,Jun 24 – 29,5.0,23,166
291,Apartment in Kira Chrisikou,Mellmari apartment,3 beds,Jun 1 – 6,4.92,37,123
292,Villa in Kerkira,"My Mediterranean Villa in Corfu ""Villa Artemis""",7 beds,Jun 5 – 10,4.92,37,123
293,Villa in Kalami,Kalami Beach - Villa Anastasia,3 beds,Jun 26 – Jul 1,4.75,4,507
294,Apartment in Kerkira,watching the sea .,2 beds,Jun 1 – 6,4.95,58,114
295,Private room in Palaiokastritsa,Fotini Studios,2 beds,Jun 1 – 6,4.81,33,78
296,Villa in Kato Korakiana,Luxury Wooden Villa with Pool  The Nest,6 beds,Jun 1 – 6,4.93,41,558
297,Apartment in Kerkira,Swanky apartment in Corfu,3 beds,Jun 1 – 6,4.93,73,118
298,Apartment in GR,"""Eureka!"" Memorable Old Town Apt.",2 beds,Jun 1 – 6,4.96,74,85
299,Cottage in Ano Korakiana,White Jasmine Cottage,3 beds,Jun 1 – 6,4.93,29,215
300,Villa in Liapades,Villa Greece,4 single beds,Jun 15 – 20,5.0,8,353
301,Villa in Kerkira,Pelagos Villas  Luxury Suites  Ano Pyrgi  Corfù,2 double beds,Jun 1 – 6,4.98,44,353
302,Villa in Kentroma,Villa Casa del' mare Agni bay NEcoast Corfu (6+1).,5 beds,Jun 17 – 24,5.0,11,734
303,Hotel room in Mpenitses,Anasa Corfu - Superior Room with Sea View,1 double bed,Jun 1 – 6,4.62,37,83
304,Villa in Kato Korakiana,Ionian Sea View Villa with magnificent view,6 beds,Jun 6 – 11,5.0,7,651
305,Tiny home in Corfu,Villa Anthoussa - Kalivilla private house,3 beds,Jun 1 – 6,4.94,17,177
