Panorama Sidari,9.0,nice views  clean  great staff,,Gabriella,United Kingdom,July 2022
Panorama Sidari,8.0,Tasty meals  kind service  attractive price in all-inclusive option  no extra fee for air condition  free transport from main building to rooms  lifeguard  well organized entertainment in the evenings  rooms at the top of the hill offer sea view  in a walking distance shops  pubs  sea  beach and Canal d'Amour,Ascetic and old-fashioned room design  a few types of insects in the room (mostly not dangerous  except from mosquitos)  hotel located on a hill - either you wait for free transport or climb the road yourself  Ouzo wasn't the highest quality  safe with numeric keyboard instead of a huge key would be welcomed,Piotr,Poland,October 2022
Panorama Sidari,9.0,Everything was great (except one thing)  had an awsome time.,The bed. Its the one thing that was questionable. Its very squeaky and uncomfortable after a long sleep.,Sinka,Hungary,September 2022
Panorama Sidari,10,We almost don’t want to give a great review as we want to keep this gem of a hotel to ourselves.  The staff work tirelessly to look after every guest and are happy and welcoming and very helpful. As we arrived at around 2am  we were provided with a light snack ready and waiting for us in our fridge in our room which I felt was a really thoughtful touch. Everywhere was spotless and the grounds were excellently maintained.  The food was of a very high quality with plenty of variety every day. Dining room staff were attentive and prompt at removing used plates etc from the table.  Rooms are set out in apartment blocks on the hill side. The walk up is quite steep (ours was the very top) but the hotel provide rides up to the top on a golf cart which runs approx every 5 minutes and is a real leg saver!  our room was cleaned very thoroughly every day (except Sunday) by a lovely lady called Efi. Beds were changed every other day  but new towels daily.,I struggle to think of anything. Perhaps maybe I’d have been tempted into the beautiful pool if it had been heated. However  as we chose to visit in early October  it’s not a surprise that it was cold and I’m sure during the height of the summer it’s very warm.,Michelle,United Kingdom,October 2022
Panorama Sidari,7.0,Size of the room is very nice  our room was huge with two levels . Bathroom nice and clean  Beautiful view on the sea and mountains Close to the beach restaurants shops and canal d’amour delicious food  The best Animation Team ever thanks to them you can’t be bored lots of fun plays and amazing Fire Show by Martin  Pelo and Nedko ! Room service is perfect  Staff helpful and very friendly  .,room was Cold at night   AC is a bit noisy and it takes ages to get a nice temperature.  No drinking water in the fridge and no tea or coffee  No roof on the balcony /when it’s raining all water stay on the balcony and it’s not possible to open balcony doors because water come inside .  Beds could be more comfortable  food was delicious people was very happy with food but cold be some more options for vegans,Patrycjusz,United Kingdom,September 2022
Panorama Sidari,9.0,The food was awesome! The staff was very helpful with a big smile on their faces every day! The pool was very clean and the bar a 10+,Unfortunately the rooms are old style and they need a full refresh to be up to date! (furniture  bathroom accessories  etc).,Sorin,Romania,September 2022
Panorama Sidari,10,Location is great for view above sea! Hotel providing inside transport. The food is amazingly tasty! The stuff is very social!,Too noisy in the evening.,Yavor,Bulgaria,September 2022
Panorama Sidari,10,It was really great holiday here. The location of the hotel is perfect because it is not far from the beach and the main street. The staff at the hotel is very kind and friendly. The food was amazing  many types of food  we never had a problem choosing and it tasted great. At the pool bar  they offer a variety of drinks throughout the day. They always served us right away. We are very happy that we chose this hotel for our vacation. We recommend it to everyone and will definitely come back.,,Miriam,Slovakia,September 2022
Panorama Sidari,9.0,View and terrace  food  spacious room  Internet  stuff and overall organization,a bit outdated furniture and equipment and quality of bed mattress,Kosta,Serbia,September 2022
Panorama Sidari,10,Entertainment team.,,Daniela,Bulgaria,September 2022
Panorama Sidari,8.0,The food was excellent. Many varieties  for everyone's taste. Simply brilliant! All inclusive is really well improved! At the pool bar you can serve several drinks and snacks. Thumbs up for the woman with the pancakes and the others collegues. I really appreciated the service with beach towels. You can take everyday clean towels with 10 euro and after you return it you have your money back (literally  they are free).  I also sugest that a laundry service would be very helpfull.,The size of our room was good but it could be better  it is a little bit old. The bathroom also with aspects of oldness. Also  the buildings with rooms are placed upwards  in the back of hotel and you have to walk on yourself sometimes.,Marian,Romania,August 2022
Panorama Sidari,9.0,The place was amazing  for a three star rated hotel is excellent,We had a bit of hiccup first day but it was solved quickly,Szidonia,United Kingdom,August 2022
Panorama Sidari,8.0,The food quality was excellent.  Big size room and nice view.,The quality of the bed was awful.  Low comfort. They should replace the matrece.  Bad smell in the room .,Florin,Romania,August 2022
Panorama Sidari,9.0,The employees were extremely polite and nice  and made us feel welcome. The all inclusive had great value/price  very tasty dishes throughout the day. The pool area was cool and the hotel was quite close to the Sidari beach and the center.,The beds could be more comfortable.,Zsófia,Hungary,August 2022
Panorama Sidari,8.0,Staff were so friendly  all of them. Great view from balcony. Large pool and very clean. Good range of food options at every meal. The buggy system was great as some of our family had/have mobility issues. Main resort a short walk away  as was the beach.,The entertainment staff tried hard but some of the evening shows were pretty poor (though some (fire show  magic show) were excellent so a mixed bag. Beer seemed very weak  you could tell the difference when you had a beer down in the resort.,Rob,United Kingdom,August 2022
Panorama Sidari,8.0,amazing staff. excellent food. very big pool,our room needed refurbishment some had been done the the pool was not cleaned properly any white or light costumes/shorts went yellow. a bit of a trek to the resort. the bathroom flooded at every use,Sue,United Kingdom,August 2022
Panorama Sidari,9.0,The staff was excellent  the food was amazing  the pool was very nice with many sunbeds. We had a small issue with the toilet from the bathroom but the receptionist changed our room by giving us one much better.,I cannot say that was something that I didn't like  but I think that needs to be improved the furniture in the room  specially the beds.,Simona,Romania,August 2022
Panorama Sidari,7.0,The food  Staff & entertainment were good.,We got a room right at the top of the hill which had damp up the walls. They also advertise all rooms as sea view. we got 90% overgrown hedges & 10% sea view. after complaining about the damp & my bad chest the second time they moved us room though. again at the top of the hill  The room was nice & had a comfy bed. But again I don’t know how they can advertise the rooms at the top as sea view. Our friends had a room in the next block down though with a lovely view.,Jamie,United Kingdom,August 2022
Panorama Sidari,8.0,personnel was very friendly  food was quite good  excellent location,bed was awful,Erika,Estonia,August 2022
Panorama Sidari,10,The food was superb. There was so much choice! Even the pool snacks were lovely as part of the all inclusive.,There could have been more sun beds.,Suzanne,United Kingdom,July 2022
Panorama Sidari,9.0,- Great variety of food  very delicious. - Fantastic location with a great view.  - Room is big and spacious.  - Nice pool.  - The animation team is super lovely and fun!,- Room and bathroom facilities are outdated.  - Bed is uncomfortable.,Nevena,Norway,August 2022
Panorama Sidari,10,They exceeded my expectations. The food was excellent  the staff very friendly  the animation and the proximity to the city and the beach. I recommend.,,Aleksandra,Slovenia,August 2022
Panorama Sidari,7.0,The location was nice 5minutes walking time from the Beach. The food was good quality everyday nice cakes and tasty dinner we had. The driver Nicolas was super.,The bed was not so comfortable and the terrace we needed to share with foreign people.,Merci,Switzerland,July 2022
Panorama Sidari,9.0,FOOD WAS EXCELLENT FOR AN A/L  STAFF VERY FRIEND AND ANIMATION TEAM DID AN AMAZING JOB KEEPING PEOPLE ENTERTAINED.,"ROOMS VERY BASIC AND BEDS NEED NEW MATRESSES / ALTHOUGH YOU CAN REQUEST A TOPPER . DRINK ARE LOCAL BRAND AND TASTE ""MEH""",Adrian,United Kingdom,July 2022
Panorama Sidari,10,Restourant Is full of all kinds of food  staff at the hotel Is very kind and they are ready to help you out with anything.  Sea view from our balcony is amasing.,Old furniture in the room uncomfortable bads.,Ninoslav,Serbia,July 2022
Panorama Sidari,9.0,This review has been hidden because it doesn't meet our guidelines.,,Danail,Bulgaria,July 2022
Panorama Sidari,9.0,Restaurant  location,Drinks at the pool bar,Bartosz,Poland,July 2022
Panorama Sidari,9.0,The hotel is really big with a lot of blocks on the territory  our block was up on the hill  but we didn’t have to worry much  because there is a golf driver ready to give you a ride.  The staff is great  very nice people  when we had questions or issues  the staff was very quick to help. Animators was the most cheerful and energetic people ever!  Talking about the food  Mama Mia  I miss it already  every day the restaurant offers you different meals and each day is special cuisine day! I enjoyed Greek and Mexican cuisine days the most.  The view from our room was incredible  even better than the photos we saw on Booking and I am also adding photos to this.,Would be nice if there was «do not disturb board» because if you are in your room when the cleaning lady comes  she opens the door herself. Also  one time we didn’t have any room service for 3 days and after that nobody changed the towels for us :(,Iryna,Latvia,July 2022
Panorama Sidari,8.0,Nice people  animation team excellent food,Old furniture  our room was not renovated,Hana,Czech Republic,July 2022
Panorama Sidari,9.0,Very happy with hotel. Very clean  staff very friendly .,None,Jiao,United Kingdom,July 2022
Panorama Sidari,8.0,lovely spacious rooms with excellent view from balcony,There’s quite a steep hill to climb as we were in block 12. There are buggy’s to take you up & down but sometimes you may have to wait a while on one,Fiona,United Kingdom,July 2022
Panorama Sidari,7.0,Location is good  beach is 5 min away. The view from the balcony is fantastic. The stuffs are nice and well trained. All inclusive meal are good. wifi speed is satisfying. Greek night show .,facilities are old. The shower water is not big enough.  There are ants and bugs in the room.,Heng,Germany,July 2022
Panorama Sidari,9.0,Food was great  Staff excellent Location very central,,Jakubaite,United Kingdom,July 2022
Panorama Sidari,10,hotel was really nice,really good place for adults and children,Paulina,Poland,June 2022
Panorama Sidari,7.0,The view from balcony was good  staff was pleasant.,Food was below average - small selection. Bed mattress was awful - I could feel all springs in it.,Paulius,Lithuania,June 2022
Panorama Sidari,10,Food was amazing as well the animation team and the waiters.,Our shower was not very nice  but this was the only thing we didn’t like.,Rudorferová,Czech Republic,June 2022
Panorama Sidari,9.0,Superb !!! Absoulutey brilliant place to stay. Rooms are very spacious  good food  all staff are friendly and always happy to help.,,Diana,Lithuania,June 2022
Panorama Sidari,8.0,The view  the food  the pool.,The bed's mattresses were rather hard (could feel the springs). New ones are a must for some rooms. (I think not all rooms have these old ones) The fact that we could not refill water bottles (maybe due to covid reasons) we could take cups of water in the room though so it was fine...,Michael,United Kingdom,June 2022
Panorama Sidari,10,Everything was great. The staff were amazing and very friendly. The room was spacious and had a great view. The food was excellent. We highly recommend this hotel.,The state of the room was slightly deteriorated,Abderrahmane,France,June 2022
Panorama Sidari,9.0,Wonderful weekend - the staff was very kind  food was good  many different foods and they all were nice. The room was simple  but clean.,The only complaint is that there was no hot water in the showers  but the weather was hot  so cold shower was good.,Liga,Latvia,June 2022
Panorama Sidari,8.0,food  staff great,all was great,Colette,United Kingdom,May 2022
Panorama Sidari,10,Staff were lovely and accommodating. Food was lovely and catered for everyone. Entertainment was good-I particularly enjoyed the Greek night :),The only minor thing I was say would be to have more vegetarian options for the hot part of the lunch/ dinner service,Sam,United Kingdom,October 2021
Panorama Sidari,8.0,Food was lovely  rooms a great size  staff very attentive & friendly  very good value for money and the location is good with just a 10 min walk to the beach. Onsite shop is very convenient  pool lovely & clean. The carts to take you up and down to your room were a real bonus.,Beds not very comfortable. Other than that it was faultless.,Charmaine,United Kingdom,October 2021
Panorama Sidari,10,THE STAFF ALL AMAZING ..... GREAT RECEPTION ... NIGHT SHOW AMAZING ....  FOOD WAS NOT BAD  THE BAR STAF THEY WAS BEST FRIENLY GREAT .. SHOP AND CLUBS CLOSE AND REALLY GOOD PRICE  I WILL BOOK AGAIN,,Ako,United Kingdom,September 2021
Panorama Sidari,7.0,- kind  helpful and hardworking staff - really tasty and delicious dishes (although breakfast are orientated to the english customers)  - program created by animators - guys who ride a golfcar,- ancient room and bathroom that needs urgently a reconstruction (we did not expect it for the 3 stars hotel)  - creaky bed with a broken leg - ancient furniture with ancient smell - not enough space in wardrobe - bedsheets were not changed after 2 days (like promised),Tom,Slovakia,September 2021
Panorama Sidari,7.0,The staff was nice. Nicolas and Eva provided amazing service. The food is avarage but enough. The place itself is at good location but climbing up every day to reach our room was annoying.,Our room was huge with no furniture. I really missed a mosquito net for the windows and a clothes rack. We bought it in the market to be able to hang our clothes outside. The balcony had a forest view what is annoying considering that all the other rooms had sea view. The room was dirty and old. They promised every day cleaning but didn't clean every day. The bed was wet every dry. I say for this price it was okay as we didn't spent too much time in the room. The bar at the pool offers horrible coctails. Better not include those in the all inclusive and offer a discount for better quality.,Nelli,Hungary,August 2021
Panorama Sidari,10,Food  Room,Size of the bed  little bit too small for 2 people,Giu8806,Italy,August 2021
Panorama Sidari,10,Amazing place   amazing staff  Excellent food,,Gabriel,Romania,August 2021
Panorama Sidari,8.0,Animation team always engaged with the guests for games and entertainment which was great. We went in August for 10nights and every single day was between 35 to 40 degrees but even in the scourging heat  the animation team still carried on with regular schedule under the blazing sun. Not every resort's Animation team puts in that extra effort so hats off to Ivats and his team. Bar staff were great and full of smiles always. Food & Beverage manager was exceptional!,Only negative thing I could say about Panorama Sidari is that the alcoholic spirits werent the best. But then its a 3 star hotel so you get what you pay for.,Obinna,United Kingdom,August 2021
Panorama Sidari,10,Staff food people weather,Nothing,Murphy,Ireland,August 2021
Panorama Sidari,7.0,Good location on the hill with great panorama view  close to the sea and city center. Nice clean pool  quite big variety of food & drinks  friendly staff,I would put more attention to bathroom  AC  some furnitures renovation as pretty aged.,Paweł,Poland,August 2021
Panorama Sidari,8.0,Staff are exceptional  the place is spotless and cleaned regularly. It's a very safe atmosphere. Also the beach is less than a 10 minute stroll away. Lots of good restaurants in Sidari Town too.,The dinner was a little hit and miss. But there is a large selection to suit all needs,Ian,Ireland,August 2021
Panorama Sidari,8.0,Little bit far from beaches  but great ocean view and swimming pool. All inclusive service  great staff  all you need during vacation is there.,,Richarditho,Slovakia,August 2021
Panorama Sidari,5.0,The pool was long  deep and clean.,The mattress could be newer as well as all the other facilities in the room.  The pool was really good!  The food was edible.,Penio,Bulgaria,August 2021
Panorama Sidari,5.0,Good location close to the beach. Price was ok for what we got.,All drinks served in small flimsy plastic cups - finished them in two mouthfuls. Food not very good eg. All fruit was from can  inedible pastries  no yoghurt. Room was run down. Noisy air conditioning. Mattresses were hard  only given one small pillow each and one thin blanket. Concierge very snarky when booking covid tests and taxi for the next day - said there was only one clinic in Town and we had left it to the last minute but we found multiple other walk in clinics on our own. Sign on toilet saying not to flush toilet paper - well if you’re doing number 2 then what else are you going to do? Leave smelly toilet paper in the bin?,Maisie,United Kingdom,August 2021
Panorama Sidari,10,Food is unbelievably delicious!,Nothing,Anonymous,Ukraine,October 2022
Panorama Sidari,10,Great sea view  staff awesome (animator teams  EVA from reception  Nikolas the driver  restaurant staff  amazing people),,Anonymous,Romania,June 2022
Panorama Sidari,10,We liked everything. Staff is super nice  very friendly and always helpful ( special thank you to Eva and her colleague from reception for all tips ) Food was fresh and tasty with plenty of choices  We had wonderful time there,,Anonymous,United Kingdom,October 2021
Panorama Sidari,9.0,Our holiday was booked at Panorama Sidari but due to COVID 19 the facility was closed. The management however transferred our stay to Almyros Beach resort and spa in Acharavi for the same cost which was excellent. So this review is regarding Almyros Beach resort and spa!!,,Anonymous,United Kingdom,August 2020
Panorama Sidari,9.0,Любезен персонал  много вкусна храна.,,Krasimira,Bulgaria,September 2022
Panorama Sidari,8.0,разположението  чистота персонал,,Petio,Bulgaria,September 2022
Panorama Sidari,10,Tutto molto bello peccato che non si parli italiano,,Silvana,Italy,September 2022
Panorama Sidari,10,Niesamowity widok z hotelu na morze i góry. Jedzenie codziennie inne i wszystko przepyszne. Jako  że pokoje były na wzniesieniu to można było jechać meleksem. My skorzystaliśmy z tego tylko pierwszego dnia bo mieliśmy bagaże  potem traktowaliśmy wchodzenie pod górkę jako trening. Pokoje codziennie sprzątane  czuć było „domestos” więc odkażone :) klimatyzacja sprawna  bardzo dobrze chłodziła. Obsluga hotelu uśmiechnięta i bardzo pomocna.,,O,Poland,September 2022
Panorama Sidari,10,Struttura a pochi passi dalla spiaggia di Sidari. Accogliente  pulita  ottimo cibo e staff sempre cordiale e gentile. Camere molto spaziose e piscina stupenda. Torneremo sicuramente,,Rita,Italy,September 2022
Panorama Sidari,8.0,La piscina y la vista en segundo piso del edificio 7.,,Gilda,Czech Republic,September 2022
Panorama Sidari,8.0,Personnels très sympathique. Grande piscine. Repas plutôt variés.,,Nabet,France,September 2022
Panorama Sidari,10,in pratica tutto: la receptionist Eva è stata di un accoglienza  disponibilità e simpatia  unica!! Il posto è il una posizione comoda sia per le spiagge che per varie escursioni in macchina o motorino.  La camera era ordinata e comoda  una vista bellissima sul mare!,,Violetta,Italy,September 2022
Panorama Sidari,8.0,Cucina variegata  pulizie quotidiane con cambio asciugamani  navetta elettrica che ti accompagna nelle stanze. Lunch box (avevamo pensione completa) che ti permette di stare tutta la giornata fuori senza ulteriori spese.,,Katia,Italy,August 2022
Panorama Sidari,8.0,Amplasarea resortului  mancarea,,Sile,Romania,August 2022
Panorama Sidari,8.0,Buffet  piscina  bar  golfcar,,Nadia,Italy,August 2022
Panorama Sidari,9.0,staff cordiale  cibo molto buono e vario. Ottima vicinanza alla spiaggia e alle strutture per noleggiare auto e altri servizi. comodo per uscire alla sera anche con bambini. Animazione simpatica non brillante. camere molto spaziose  bagni un po' datati. tornerei certamente. la spiaggia a 5 minuti a piedi dal canale d'amore.,,Eleonora,Italy,August 2022
Panorama Sidari,10,Καλή σχέση ποιότητας-τιμής. Ωραία τοποθεσία  καλές παροχές και πολύ πολύ Καλό φαγητό (μπουφές). Σε επόμενο ταξίδι στην Κέρκυρα θα το προτιμήσουμε ξανά!!,,Κέλλυ,Greece,August 2022
Panorama Sidari,8.0,l’organizzazione di tutto  cibo bevande illimitate,,Eugenio,Italy,August 2022
Panorama Sidari,7.0,Bella posizione  ben servito con formula all inclusive,,Daniel,Italy,August 2022
Panorama Sidari,7.0,ottimo servizio di pensione completa,,Antonio,Italy,August 2022
Panorama Sidari,9.0,Struttura fantastica personale sempre disponibile ad accontentare tutte le richieste un ringraziamento speciale a Eva della reception per la sua disponibilità e un grazie infinite allo chef(che non ricordo il nome) che ogni giorno cucinava e portava personalmente la pastina per mio figlio. cibo ottimo e molto vario  all inclusive valido con bevande snack e anguria in piscina tutta la giornata  piscina grande e ben tenuta  l animazione presente ma non invadente ogni sera uno spettacolo o un gioco diverso grazie anche a voi... La distanza dal mare a mio parere non è di 700 metri ma forse 400 la stessa del magnifico paesino di Sidari pieno di negozietti attrazioni e locali pub che ogni sera offrivano musica dal vivo veramente bravi... Ancora grazie per la splendida vacanza...,,Claudio,Italy,August 2022
Panorama Sidari,10,Kivalo volt minden  maximalis ajanlas!!,,Kovacslevi98,Hungary,August 2022
Panorama Sidari,7.0,Υπεροχο φαγητο  Υπεροχη η πισινα Το προσωπικο παρα πολυ ευγενικο και εξυπηρετικο,,Giota,Greece,August 2022
Panorama Sidari,8.0,Mancarea este variata si gustoasa.,,Roxana,Romania,August 2022
Panorama Sidari,7.0,heel fijn zwembad met genoeg bedden.,,Alita,Netherlands,August 2022
Panorama Sidari,8.0,La posizione   la navetta elettrica   la cucina proponeva sempre qualche piatto molto buono per i gusti italiani  le bevande free,,Sandro,Italy,July 2022
Panorama Sidari,10,Il cibo era ottimo e anche il servizio bar con all inclusive fino alle ore 23.00. Personale sempre cordiale e disponibile. Ci hanno anche prenotato un taxi per il ritorno dall'hotel all'aeroporto!,,Valentina,Italy,July 2022
Panorama Sidari,9.0,Läget var fantastiskt  det fanns en buss som körde folk till rummen hela dagarna för att de skulle slippa gå i den branta backen. Många i personalen var riktigt trevliga  men personalen i lilla supermarket var trevligast och mest hjälpsamma av de alla. Bra ordnat med aktiviteter för både stora och små med personal som var glada och engagerade. Bra mat,,Irina,Sweden,July 2022
Panorama Sidari,8.0,buffet molto ricco e vario,,Chiara,Italy,July 2022
Panorama Sidari,10,Всичко беше чудесно  приветлив персонал  много добра храна  тишина и страхотна гледка,,Daniela,Bulgaria,July 2022
Panorama Sidari,9.0,La nourriture est excellente  la boisson est acceptable. La piscine est top. L'été une équipe d'animation est présente en journée et le soir. L'hôtel est situé à 5min des premières plages et de la ville. Je recommande à 100%,,Theomurta,France,July 2022
Panorama Sidari,10,Bardzo miła obsługa  pyszne jedzenie  w pokojach było czysto  przy basenie również oraz blisko do pobliskich atrakcji,,Roksana,Poland,July 2022
Panorama Sidari,10,Tutto ok,,Andrea,Italy,July 2022
Panorama Sidari,9.0,Posizione ottima  personale gentile  varietà di servizi offerti (auto noleggio  parcheggio  escursioni  animazione..)  camere ben arredate  dimensioni adatte e splendida vista. Molto buono anche il buffet (colazione  pranzo e cena)  ben organizzato  e con la possibilità di optare per il pranzo al sacco. Nonostante i commenti negativi sulla distanza delle camere  per noi era un plus  lontano dal rumore  con una tranquillità piacevole. Gli asciugamani vengono cambiati TUTTI i giorni a differenza di quanto detto da altre recensioni,,Cristina,Italy,July 2022
Panorama Sidari,7.0,Os quartos são espaçosos e a vista soberba. No entanto  os colchões são maus (com molas salientes) e o mobiliário do quarto bastante desgastado). As comidas são boas  como portuguesa que sou  senti falta de mais variedade de carnes / peixes. Saladas e sobremesas bastante boas. A distância da praia não é grande  faz-se bem a pé. Um ponto positivo que achei interessante foi o facto de haver motoristas com carros elétricos a levar as pessoas até aos seus quartos. Uma parte negativa foi o facto dos funcionários do restaurante estarem constantemente à procura de loiça para levantar!! Fez-me sentir pressionada durante todas as refeições! E o facto de ainda tirarem os pratos enquanto estamos a mastigar.... Mal. Na minha cultura isso é falta de educação. Mas acredito que não o façam por mal.... Resumindo  voltava para ficar poucas noites pela relação preço/qualidade e localização. Ah  tenho de referir que a piscina era boa  quente e grande!!!,,Jessica,Portugal,July 2022
Panorama Sidari,9.0,La comida era excelente.  El camarero de la piscina walter y el conductor Nicola que te sube a la habitación eran un amor  sin duda nos llevamos una gran experiencia.,,Mirella,Spain,July 2022
Panorama Sidari,10,"..Personalul era profi...atent la detalii mancarea era diversificata si gustoasa. Pe lângă mancarea gatita se faceau la grătar;frigarui carne de porc pui...pana la ora 17 la barul de la piscina erau clătite sandwish înghețată fructe. apa din piscina era calda muzica ok in fiecare seara era ""disco pentru copii"" si spectacole pentru adulți.pana la ora 23 era la barul de langa piscina bautura inclusa  dupa era contracost. Se putea juca tenis de masa  biliard  Plaja era la 5 min de mers pe jos Era magazin langa hotel bine aprovizionat Camerele erau undeva deasupra piscinei...era liniște Un sejur reușit",,Maria,Romania,July 2022
Panorama Sidari,8.0,A konyha pazar!,,Attila,Hungary,July 2022
